,0,1,2
11192,R-HSA-168888,Inhibition of IFN-beta,Homo sapiens
11193,R-HSA-168305,Inhibition of Interferon Synthesis,Homo sapiens
11194,R-HSA-169131,Inhibition of PKR,Homo sapiens
11195,R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,Homo sapiens
11196,R-HSA-165181,Inhibition of TSC complex formation by PKB,Homo sapiens
11197,R-HSA-9635644,Inhibition of membrane repair,Homo sapiens
11198,R-HSA-9636249,Inhibition of nitric oxide production,Homo sapiens
11199,R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1,Homo sapiens
11200,R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,Homo sapiens
11201,R-HSA-166663,Initial triggering of complement,Homo sapiens
11202,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,Homo sapiens
11203,R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,Homo sapiens
11204,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,Homo sapiens
11205,R-HSA-168249,Innate Immune System,Homo sapiens
11206,R-HSA-1483249,Inositol phosphate metabolism,Homo sapiens
11207,R-HSA-429593,Inositol transporters,Homo sapiens
11208,R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Homo sapiens
11209,R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate,Homo sapiens
11210,R-HSA-264876,Insulin processing,Homo sapiens
11211,R-HSA-77387,Insulin receptor recycling,Homo sapiens
11212,R-HSA-74751,Insulin receptor signalling cascade,Homo sapiens
11213,R-HSA-428359,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Homo sapiens
11214,R-HSA-163685,Integration of energy metabolism,Homo sapiens
11215,R-HSA-162592,Integration of provirus,Homo sapiens
11216,R-HSA-175567,Integration of viral DNA into host genomic DNA,Homo sapiens
11217,R-HSA-216083,Integrin cell surface interactions,Homo sapiens
11218,R-HSA-354192,Integrin signaling,Homo sapiens
11219,R-HSA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,Homo sapiens
11220,R-HSA-445095,Interaction between L1 and Ankyrins,Homo sapiens
11221,R-HSA-8854521,Interaction between PHLDA1 and AURKA,Homo sapiens
11222,R-HSA-177243,Interactions of Rev with host cellular proteins,Homo sapiens
11223,R-HSA-176034,Interactions of Tat with host cellular proteins,Homo sapiens
11224,R-HSA-176033,Interactions of Vpr with host cellular proteins,Homo sapiens
11225,R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,Homo sapiens
11226,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,Homo sapiens
11227,R-HSA-351200,Interconversion of polyamines,Homo sapiens
11228,R-HSA-913531,Interferon Signaling,Homo sapiens
11229,R-HSA-909733,Interferon alpha/beta signaling,Homo sapiens
11230,R-HSA-877300,Interferon gamma signaling,Homo sapiens
11231,R-HSA-912526,Interleukin receptor SHC signaling,Homo sapiens
11232,R-HSA-446652,Interleukin-1 family signaling,Homo sapiens
11233,R-HSA-448706,Interleukin-1 processing,Homo sapiens
11234,R-HSA-9020702,Interleukin-1 signaling,Homo sapiens
11235,R-HSA-6783783,Interleukin-10 signaling,Homo sapiens
11236,R-HSA-447115,Interleukin-12 family signaling,Homo sapiens
11237,R-HSA-9020591,Interleukin-12 signaling,Homo sapiens
11238,R-HSA-8983432,Interleukin-15 signaling,Homo sapiens
11239,R-HSA-448424,Interleukin-17 signaling,Homo sapiens
11240,R-HSA-9012546,Interleukin-18 signaling,Homo sapiens
11241,R-HSA-451927,Interleukin-2 family signaling,Homo sapiens
11242,R-HSA-9020558,Interleukin-2 signaling,Homo sapiens
11243,R-HSA-8854691,Interleukin-20 family signaling,Homo sapiens
11244,R-HSA-9020958,Interleukin-21 signaling,Homo sapiens
11245,R-HSA-9020933,Interleukin-23 signaling,Homo sapiens
11246,R-HSA-9020956,Interleukin-27 signaling,Homo sapiens
11247,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",Homo sapiens
11248,R-HSA-9014843,Interleukin-33 signaling,Homo sapiens
11249,R-HSA-8984722,Interleukin-35 Signalling,Homo sapiens
11250,R-HSA-9014826,Interleukin-36 pathway,Homo sapiens
11251,R-HSA-9008059,Interleukin-37 signaling,Homo sapiens
11252,R-HSA-9007892,Interleukin-38 signaling,Homo sapiens
11253,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Homo sapiens
11254,R-HSA-6783589,Interleukin-6 family signaling,Homo sapiens
11255,R-HSA-1059683,Interleukin-6 signaling,Homo sapiens
11256,R-HSA-1266695,Interleukin-7 signaling,Homo sapiens
11257,R-HSA-8985947,Interleukin-9 signaling,Homo sapiens
11258,R-HSA-8963676,Intestinal absorption,Homo sapiens
11259,R-HSA-8981373,Intestinal hexose absorption,Homo sapiens
11260,R-HSA-8942233,Intestinal infectious diseases,Homo sapiens
11261,R-HSA-8963678,Intestinal lipid absorption,Homo sapiens
11262,R-HSA-5659898,Intestinal saccharidase deficiencies,Homo sapiens
11263,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,Homo sapiens
11264,R-HSA-6811438,Intra-Golgi traffic,Homo sapiens
11265,R-HSA-434313,Intracellular metabolism of fatty acids regulates insulin secretion,Homo sapiens
11266,R-HSA-8981607,Intracellular oxygen transport,Homo sapiens
11267,R-HSA-9006925,Intracellular signaling by second messengers,Homo sapiens
11268,R-HSA-5620924,Intraflagellar transport,Homo sapiens
11269,R-HSA-109606,Intrinsic Pathway for Apoptosis,Homo sapiens
11270,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,Homo sapiens
11271,R-HSA-8941237,Invadopodia formation,Homo sapiens
11272,R-HSA-1296065,Inwardly rectifying K+ channels,Homo sapiens
11273,R-HSA-983712,Ion channel transport,Homo sapiens
11274,R-HSA-5578775,Ion homeostasis,Homo sapiens
11275,R-HSA-6803544,Ion influx/efflux at host-pathogen interface,Homo sapiens
11276,R-HSA-936837,Ion transport by P-type ATPases,Homo sapiens
11277,R-HSA-451306,Ionotropic activity of kainate receptors,Homo sapiens
11278,R-HSA-917937,Iron uptake and transport,Homo sapiens
11279,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,Homo sapiens
11280,R-HSA-5689877,Josephin domain DUBs,Homo sapiens
11281,R-HSA-450604,KSRP (KHSRP) binds and destabilizes mRNA,Homo sapiens
11282,R-HSA-2022854,Keratan sulfate biosynthesis,Homo sapiens
11283,R-HSA-2022857,Keratan sulfate degradation,Homo sapiens
11284,R-HSA-1638074,Keratan sulfate/keratin metabolism,Homo sapiens
11285,R-HSA-6805567,Keratinization,Homo sapiens
11286,R-HSA-74182,Ketone body metabolism,Homo sapiens
11287,R-HSA-9664420,Killing mechanisms,Homo sapiens
11288,R-HSA-983189,Kinesins,Homo sapiens
11289,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,Homo sapiens
11290,R-HSA-373760,L1CAM interactions,Homo sapiens
11291,R-HSA-8964038,LDL clearance,Homo sapiens
11292,R-HSA-8964041,LDL remodeling,Homo sapiens
11293,R-HSA-5682910,LGI-ADAM interactions,Homo sapiens
11294,R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,Homo sapiens
11295,R-HSA-9664535,LTC4-CYSLTR mediated IL4 production,Homo sapiens
11296,R-HSA-5653890,Lactose synthesis,Homo sapiens
11297,R-HSA-69186,Lagging Strand Synthesis,Homo sapiens
11298,R-HSA-3000157,Laminin interactions,Homo sapiens
11299,R-HSA-162599,Late Phase of HIV Life Cycle,Homo sapiens
11300,R-HSA-9615710,Late endosomal microautophagy,Homo sapiens
11301,R-HSA-1222499,Latent infection - Other responses of Mtb to phagocytosis,Homo sapiens
11302,R-HSA-69109,Leading Strand Synthesis,Homo sapiens
11303,R-HSA-166662,Lectin pathway of complement activation,Homo sapiens
11304,R-HSA-9658195,Leishmania infection,Homo sapiens
11305,R-HSA-9664433,Leishmania parasite growth and survival,Homo sapiens
11306,R-HSA-9664417,Leishmania phagocytosis,Homo sapiens
11307,R-HSA-391906,Leukotriene receptors,Homo sapiens
11308,R-HSA-9037629,Lewis blood group biosynthesis,Homo sapiens
11309,R-HSA-5632681,Ligand-receptor interactions,Homo sapiens
11310,R-HSA-2046105,Linoleic acid (LA) metabolism,Homo sapiens
11311,R-HSA-8964572,Lipid particle organization,Homo sapiens
11312,R-HSA-9613354,Lipophagy,Homo sapiens
11313,R-HSA-8876384,Listeria monocytogenes entry into host cells,Homo sapiens
11314,R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,Homo sapiens
11315,R-HSA-9620244,Long-term potentiation,Homo sapiens
11316,R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,Homo sapiens
11317,R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,Homo sapiens
11318,R-HSA-3304347,Loss of Function of SMAD4 in Cancer,Homo sapiens
11319,R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,Homo sapiens
11320,R-HSA-3642278,Loss of Function of TGFBR2 in Cancer,Homo sapiens
11321,R-HSA-9022534,Loss of MECP2 binding ability to 5hmC-DNA,Homo sapiens
11322,R-HSA-9022538,Loss of MECP2 binding ability to 5mC-DNA,Homo sapiens
11323,R-HSA-9022537,Loss of MECP2 binding ability to the NCoR/SMRT complex,Homo sapiens
11324,R-HSA-380259,Loss of Nlp from mitotic centrosomes,Homo sapiens
11325,R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,Homo sapiens
11326,R-HSA-9022535,Loss of phosphorylation of MECP2 at T308,Homo sapiens
11327,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,Homo sapiens
11328,R-HSA-71064,Lysine catabolism,Homo sapiens
11329,R-HSA-8853383,Lysosomal oligosaccharide catabolism,Homo sapiens
11330,R-HSA-432720,Lysosome Vesicle Biogenesis,Homo sapiens
11331,R-HSA-419408,Lysosphingolipid and LPA receptors,Homo sapiens
11332,R-HSA-68886,M Phase,Homo sapiens
11333,R-HSA-450294,MAP kinase activation,Homo sapiens
11334,R-HSA-5674135,MAP2K and MAPK activation,Homo sapiens
11335,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,Homo sapiens
11336,R-HSA-5683057,MAPK family signaling cascades,Homo sapiens
11337,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,Homo sapiens
11338,R-HSA-112411,MAPK1 (ERK2) activation,Homo sapiens
11339,R-HSA-5684996,MAPK1/MAPK3 signaling,Homo sapiens
11340,R-HSA-110056,MAPK3 (ERK1) activation,Homo sapiens
11341,R-HSA-5687128,MAPK6/MAPK4 signaling,Homo sapiens
11342,R-HSA-2465910,MASTL Facilitates Mitotic Progression,Homo sapiens
11343,R-HSA-9022699,MECP2 regulates neuronal receptors and channels,Homo sapiens
11344,R-HSA-9022707,MECP2 regulates transcription factors,Homo sapiens
11345,R-HSA-9022927,MECP2 regulates transcription of genes involved in GABA signaling,Homo sapiens
11346,R-HSA-9022702,MECP2 regulates transcription of neuronal ligands,Homo sapiens
11347,R-HSA-6806942,MET Receptor Activation,Homo sapiens
11348,R-HSA-8851907,MET activates PI3K/AKT signaling,Homo sapiens
11349,R-HSA-8874081,MET activates PTK2 signaling,Homo sapiens
11350,R-HSA-8865999,MET activates PTPN11,Homo sapiens
11351,R-HSA-8875555,MET activates RAP1 and RAC1,Homo sapiens
11352,R-HSA-8851805,MET activates RAS signaling,Homo sapiens
11353,R-HSA-8875791,MET activates STAT3,Homo sapiens
11354,R-HSA-8875513,MET interacts with TNS proteins,Homo sapiens
11355,R-HSA-8875878,MET promotes cell motility,Homo sapiens
11356,R-HSA-8875656,MET receptor recycling,Homo sapiens
11357,R-HSA-5657655,MGMT-mediated DNA damage reversal,Homo sapiens
11358,R-HSA-2132295,MHC class II antigen presentation,Homo sapiens
11359,R-HSA-2206302,MPS I - Hurler syndrome,Homo sapiens
11360,R-HSA-2206296,MPS II - Hunter syndrome,Homo sapiens
11361,R-HSA-2206307,MPS IIIA - Sanfilippo syndrome A,Homo sapiens
11362,R-HSA-2206282,MPS IIIB - Sanfilippo syndrome B,Homo sapiens
11363,R-HSA-2206291,MPS IIIC - Sanfilippo syndrome C,Homo sapiens
11364,R-HSA-2206305,MPS IIID - Sanfilippo syndrome D,Homo sapiens
11365,R-HSA-2206290,MPS IV - Morquio syndrome A,Homo sapiens
11366,R-HSA-2206308,MPS IV - Morquio syndrome B,Homo sapiens
11367,R-HSA-2206280,MPS IX - Natowicz syndrome,Homo sapiens
11368,R-HSA-2206285,MPS VI - Maroteaux-Lamy syndrome,Homo sapiens
11369,R-HSA-2206292,MPS VII - Sly syndrome,Homo sapiens
11370,R-HSA-5660489,MTF1 activates gene expression,Homo sapiens
11371,R-HSA-1632852,Macroautophagy,Homo sapiens
11372,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,Homo sapiens
11373,R-HSA-9636667,Manipulation of host energy metabolism,Homo sapiens
11374,R-HSA-1500620,Meiosis,Homo sapiens
11375,R-HSA-912446,Meiotic recombination,Homo sapiens
11376,R-HSA-1221632,Meiotic synapsis,Homo sapiens
11377,R-HSA-5662702,Melanin biosynthesis,Homo sapiens
11378,R-HSA-199991,Membrane Trafficking,Homo sapiens
11379,R-HSA-174490,Membrane binding and targetting of GAG proteins,Homo sapiens
11380,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,Homo sapiens
11381,R-HSA-1430728,Metabolism,Homo sapiens
11382,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,Homo sapiens
11383,R-HSA-8953854,Metabolism of RNA,Homo sapiens
11384,R-HSA-209776,Metabolism of amine-derived hormones,Homo sapiens
11385,R-HSA-71291,Metabolism of amino acids and derivatives,Homo sapiens
11386,R-HSA-71387,Metabolism of carbohydrates,Homo sapiens
11387,R-HSA-8978934,Metabolism of cofactors,Homo sapiens
11388,R-HSA-6806667,Metabolism of fat-soluble vitamins,Homo sapiens
11389,R-HSA-196757,Metabolism of folate and pterines,Homo sapiens
11390,R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,Homo sapiens
11391,R-HSA-5263617,Metabolism of ingested MeSeO2H into MeSeH,Homo sapiens
11392,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Homo sapiens
11393,R-HSA-556833,Metabolism of lipids,Homo sapiens
11394,R-HSA-202131,Metabolism of nitric oxide: eNOS activation and regulation,Homo sapiens
11395,R-HSA-194441,Metabolism of non-coding RNA,Homo sapiens
11396,R-HSA-15869,Metabolism of nucleotides,Homo sapiens
11397,R-HSA-351202,Metabolism of polyamines,Homo sapiens
11398,R-HSA-189445,Metabolism of porphyrins,Homo sapiens
11399,R-HSA-392499,Metabolism of proteins,Homo sapiens
11400,R-HSA-380612,Metabolism of serotonin,Homo sapiens
11401,R-HSA-196071,Metabolism of steroid hormones,Homo sapiens
11402,R-HSA-8957322,Metabolism of steroids,Homo sapiens
11403,R-HSA-6806664,Metabolism of vitamin K,Homo sapiens
11404,R-HSA-196854,Metabolism of vitamins and cofactors,Homo sapiens
11405,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,Homo sapiens
11406,R-HSA-425410,Metal ion SLC transporters,Homo sapiens
11407,R-HSA-6799990,Metal sequestration by antimicrobial proteins,Homo sapiens
11408,R-HSA-5689901,Metalloprotease DUBs,Homo sapiens
11409,R-HSA-5661231,Metallothioneins bind metals,Homo sapiens
11410,R-HSA-1237112,Methionine salvage pathway,Homo sapiens
11411,R-HSA-156581,Methylation,Homo sapiens
11412,R-HSA-2408552,Methylation of MeSeH for excretion,Homo sapiens
11413,R-HSA-203927,MicroRNA (miRNA) biogenesis,Homo sapiens
11414,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,Homo sapiens
11415,R-HSA-193993,Mineralocorticoid biosynthesis,Homo sapiens
11416,R-HSA-164516,Minus-strand DNA synthesis,Homo sapiens
11417,R-HSA-211958,Miscellaneous substrates,Homo sapiens
11418,R-HSA-5223345,Miscellaneous transport and binding events,Homo sapiens
11419,R-HSA-5358508,Mismatch Repair,Homo sapiens
11420,R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Homo sapiens
11421,R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Homo sapiens
11422,R-HSA-5339716,Misspliced GSK3beta mutants stabilize beta-catenin,Homo sapiens
11423,R-HSA-5339717,Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,Homo sapiens
11424,R-HSA-1369007,Mitochondrial ABC transporters,Homo sapiens
11425,R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,Homo sapiens
11426,R-HSA-166187,Mitochondrial Uncoupling,Homo sapiens
11427,R-HSA-1592230,Mitochondrial biogenesis,Homo sapiens
11428,R-HSA-8949215,Mitochondrial calcium ion transport,Homo sapiens
11429,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,Homo sapiens
11430,R-HSA-1268020,Mitochondrial protein import,Homo sapiens
11431,R-HSA-379726,Mitochondrial tRNA aminoacylation,Homo sapiens
11432,R-HSA-163282,Mitochondrial transcription initiation,Homo sapiens
11433,R-HSA-163316,Mitochondrial transcription termination,Homo sapiens
11434,R-HSA-5368287,Mitochondrial translation,Homo sapiens
11435,R-HSA-5389840,Mitochondrial translation elongation,Homo sapiens
11436,R-HSA-5368286,Mitochondrial translation initiation,Homo sapiens
11437,R-HSA-5419276,Mitochondrial translation termination,Homo sapiens
11438,R-HSA-5205647,Mitophagy,Homo sapiens
11439,R-HSA-68882,Mitotic Anaphase,Homo sapiens
11440,R-HSA-453279,Mitotic G1 phase and G1/S transition,Homo sapiens
11441,R-HSA-453274,Mitotic G2-G2/M phases,Homo sapiens
11442,R-HSA-2555396,Mitotic Metaphase and Anaphase,Homo sapiens
11443,R-HSA-68881,Mitotic Metaphase/Anaphase Transition,Homo sapiens
11444,R-HSA-68877,Mitotic Prometaphase,Homo sapiens
11445,R-HSA-68875,Mitotic Prophase,Homo sapiens
11446,R-HSA-69618,Mitotic Spindle Checkpoint,Homo sapiens
11447,R-HSA-68884,Mitotic Telophase/Cytokinesis,Homo sapiens
11448,R-HSA-9637628,Modulation by Mtb of host immune system,Homo sapiens
11449,R-HSA-2129379,Molecules associated with elastic fibres,Homo sapiens
11450,R-HSA-947581,Molybdenum cofactor biosynthesis,Homo sapiens
11451,R-HSA-1222449,Mtb iron assimilation by chelation,Homo sapiens
11452,R-HSA-2206281,Mucopolysaccharidoses,Homo sapiens
11453,R-HSA-427601,Multifunctional anion exchangers,Homo sapiens
11454,R-HSA-390648,Muscarinic acetylcholine receptors,Homo sapiens
11455,R-HSA-397014,Muscle contraction,Homo sapiens
11456,R-HSA-975871,MyD88 cascade initiated on plasma membrane,Homo sapiens
11457,R-HSA-5602498,MyD88 deficiency (TLR2/4),Homo sapiens
11458,R-HSA-5602680,MyD88 deficiency (TLR5),Homo sapiens
11459,R-HSA-975155,MyD88 dependent cascade initiated on endosome,Homo sapiens
11460,R-HSA-166166,MyD88-independent TLR4 cascade ,Homo sapiens
11461,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Homo sapiens
11462,R-HSA-3785653,Myoclonic epilepsy of Lafora,Homo sapiens
11463,R-HSA-525793,Myogenesis,Homo sapiens
11464,R-HSA-975577,N-Glycan antennae elongation,Homo sapiens
11465,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,Homo sapiens
11466,R-HSA-964739,N-glycan trimming and elongation in the cis-Golgi,Homo sapiens
11467,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,Homo sapiens
11468,R-HSA-205025,NADE modulates death signalling,Homo sapiens
11469,R-HSA-389542,NADPH regeneration,Homo sapiens
11470,R-HSA-375165,NCAM signaling for neurite out-growth,Homo sapiens
11471,R-HSA-419037,NCAM1 interactions,Homo sapiens
11472,R-HSA-9636003,NEIL3-mediated resolution of ICLs,Homo sapiens
11473,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,Homo sapiens
11474,R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,Homo sapiens
11475,R-HSA-209560,NF-kB is activated and signals survival,Homo sapiens
11476,R-HSA-205017,NFG and proNGF binds to p75NTR,Homo sapiens
11477,R-HSA-167060,NGF processing,Homo sapiens
11478,R-HSA-187024,NGF-independant TRKA activation,Homo sapiens
11479,R-HSA-9031628,NGF-stimulated transcription,Homo sapiens
11480,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,Homo sapiens
11481,R-HSA-168638,NOD1/2 Signaling Pathway,Homo sapiens
11482,R-HSA-203754,NOSIP mediated eNOS trafficking,Homo sapiens
11483,R-HSA-203641,NOSTRIN mediated eNOS trafficking,Homo sapiens
11484,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,Homo sapiens
11485,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,Homo sapiens
11486,R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,Homo sapiens
11487,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,Homo sapiens
11488,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,Homo sapiens
11489,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,Homo sapiens
11490,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,Homo sapiens
11491,R-HSA-1368071,NR1D1 (REV-ERBA) represses gene expression,Homo sapiens
11492,R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,Homo sapiens
11493,R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,Homo sapiens
11494,R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,Homo sapiens
11495,R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,Homo sapiens
11496,R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,Homo sapiens
11497,R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,Homo sapiens
11498,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,Homo sapiens
11499,R-HSA-193648,NRAGE signals death through JNK,Homo sapiens
11500,R-HSA-205043,NRIF signals cell death from the nucleus,Homo sapiens
11501,R-HSA-168276,NS1 Mediated Effects on Host Pathways,Homo sapiens
11502,R-HSA-9025046,NTF3 activates NTRK2 (TRKB) signaling,Homo sapiens
11503,R-HSA-9034013,NTF3 activates NTRK3 signaling,Homo sapiens
11504,R-HSA-9026357,NTF4 activates NTRK2 (TRKB) signaling,Homo sapiens
11505,R-HSA-9032759,NTRK2 activates RAC1,Homo sapiens
11506,R-HSA-9603505,NTRK3 as a dependence receptor,Homo sapiens
11507,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,Homo sapiens
11508,R-HSA-420597,Nectin/Necl  trans heterodimerization,Homo sapiens
11509,R-HSA-8951664,Neddylation,Homo sapiens
11510,R-HSA-167590,Nef Mediated CD4 Down-regulation,Homo sapiens
11511,R-HSA-182218,Nef Mediated CD8 Down-regulation,Homo sapiens
11512,R-HSA-164944,Nef and signal transduction,Homo sapiens
11513,R-HSA-164939,Nef mediated downregulation of CD28 cell surface expression,Homo sapiens
11514,R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,Homo sapiens
11515,R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Homo sapiens
11516,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,Homo sapiens
11517,R-HSA-5674499,Negative feedback regulation of MAPK pathway,Homo sapiens
11518,R-HSA-5654726,Negative regulation of FGFR1 signaling,Homo sapiens
11519,R-HSA-5654727,Negative regulation of FGFR2 signaling,Homo sapiens
11520,R-HSA-5654732,Negative regulation of FGFR3 signaling,Homo sapiens
11521,R-HSA-5654733,Negative regulation of FGFR4 signaling,Homo sapiens
11522,R-HSA-5675221,Negative regulation of MAPK pathway,Homo sapiens
11523,R-HSA-6807004,Negative regulation of MET activity,Homo sapiens
11524,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,Homo sapiens
11525,R-HSA-9604323,Negative regulation of NOTCH4 signaling,Homo sapiens
11526,R-HSA-5368598,Negative regulation of TCF-dependent signaling by DVL-interacting proteins,Homo sapiens
11527,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Homo sapiens
11528,R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,Homo sapiens
11529,R-HSA-199418,Negative regulation of the PI3K/AKT network,Homo sapiens
11530,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,Homo sapiens
11531,R-HSA-373753,Nephrin family interactions,Homo sapiens
11532,R-HSA-9675108,Nervous system development,Homo sapiens
11533,R-HSA-418886,Netrin mediated repulsion signals,Homo sapiens
11534,R-HSA-373752,Netrin-1 signaling,Homo sapiens
11535,R-HSA-6794361,Neurexins and neuroligins,Homo sapiens
11536,R-HSA-8863678,Neurodegenerative Diseases,Homo sapiens
11537,R-HSA-447043,Neurofascin interactions,Homo sapiens
11538,R-HSA-112316,Neuronal System,Homo sapiens
11539,R-HSA-194306,Neurophilin interactions with VEGF and VEGFR,Homo sapiens
11540,R-HSA-168799,Neurotoxicity of clostridium toxins,Homo sapiens
11541,R-HSA-112311,Neurotransmitter clearance,Homo sapiens
11542,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,Homo sapiens
11543,R-HSA-112310,Neurotransmitter release cycle,Homo sapiens
11544,R-HSA-112313,Neurotransmitter uptake and metabolism In glial cells,Homo sapiens
11545,R-HSA-6798695,Neutrophil degranulation,Homo sapiens
11546,R-HSA-197264,Nicotinamide salvaging,Homo sapiens
11547,R-HSA-196807,Nicotinate metabolism,Homo sapiens
11548,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,Homo sapiens
11549,R-HSA-427413,NoRC negatively regulates rRNA expression,Homo sapiens
11550,R-HSA-3000171,Non-integrin membrane-ECM interactions,Homo sapiens
11551,R-HSA-9017802,Noncanonical activation of NOTCH3,Homo sapiens
11552,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),Homo sapiens
11553,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Homo sapiens
11554,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),Homo sapiens
11555,R-HSA-927802,Nonsense-Mediated Decay (NMD),Homo sapiens
11556,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,Homo sapiens
11557,R-HSA-350054,Notch-HLH transcription pathway,Homo sapiens
11558,R-HSA-447038,NrCAM interactions,Homo sapiens
11559,R-HSA-2995410,Nuclear Envelope (NE) Reassembly,Homo sapiens
11560,R-HSA-2980766,Nuclear Envelope Breakdown,Homo sapiens
11561,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),Homo sapiens
11562,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,Homo sapiens
11563,R-HSA-383280,Nuclear Receptor transcription pathway,Homo sapiens
11564,R-HSA-180746,Nuclear import of Rev protein,Homo sapiens
11565,R-HSA-1251985,Nuclear signaling by ERBB4,Homo sapiens
11566,R-HSA-8956320,Nucleobase biosynthesis,Homo sapiens
11567,R-HSA-8956319,Nucleobase catabolism,Homo sapiens
11568,R-HSA-774815,Nucleosome assembly,Homo sapiens
