,nodesName,dbID
1461,['Vitamin B1 (thiamin) metabolism'],196819
1462,['BDNF activates NTRK2 (TRKB) signaling'],9024909
1463,['Activated NTRK2 signals through FRS2 and FRS3'],9028731
1464,['NTF3 activates NTRK2 (TRKB) signaling'],9025046
1465,['Synthesis of bile acids and bile salts via 24-hydroxycholesterol'],193775
1466,['Activated NTRK3 signals through PLCG1'],9034793
1467,['P2Y receptors'],417957
1468,['Abacavir transmembrane transport'],2161517
1469,['RSK activation'],444257
1470,['SHC-related events triggered by IGF1R'],2428933
1471,['IRS-related events triggered by IGF1R'],2428928
1472,['IGF1R signaling cascade'],2428924
1473,['Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)'],2404192
1474,['Acyl chain remodelling of PE'],1482839
1475,['Acyl chain remodelling of PS'],1482801
1476,['Acyl chain remodelling of PC'],1482788
1477,['Acyl chain remodelling of PG'],1482925
1478,['DCC mediated attractive signaling'],418885
1479,['Metal ion SLC transporters'],425410
1480,"['TET1,2,3 and TDG demethylate DNA', 'Active DNA Demethylation by TET1,2,3', 'Oxidative demethylation of DNA']",5221030
1481,['Reelin signalling pathway'],8866376
1482,['Histidine catabolism'],70921
1483,['Agmatine biosynthesis'],351143
1484,['Serine biosynthesis'],977347
1485,['Nervous system development'],9675108
1486,['Creatine metabolism'],71288
1487,['ROBO receptors bind AKAP5'],9010642
1488,"[""Hh mutants that don't undergo autocatalytic processing are degraded by ERAD""]",5362768
1489,['Pervasive developmental disorders'],9005895
1490,['Carnitine synthesis'],71262
1491,['FGFR2 ligand binding and activation'],190241
1492,['Hh mutants abrogate ligand secretion'],5387390
1493,['DARPP-32 events'],180024
1494,['Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)'],5619043
1495,"['Cobalamin (Cbl, vitamin B12) transport and metabolism']",196741
1496,['Receptor Mediated Mitophagy'],8934903
1497,['Cellular responses to stress'],2262752
1498,['Cellular responses to external stimuli'],8953897
1499,['Lipid particle organization'],8964572
1500,['Cytosolic tRNA aminoacylation'],379716
1501,['RUNX2 regulates genes involved in differentiation of myeloid cells'],8941333
1502,['RUNX1 regulates transcription of genes involved in differentiation of myeloid cells'],8939246
1503,['Vasopressin-like receptors'],388479
1504,['Regulation of thyroid hormone activity'],350864
1505,['Signaling by Activin'],1502540
1506,['Zinc efflux and compartmentalization by the SLC30 family'],435368
1507,['ER-Phagosome pathway'],1236974
1508,['PIPs transport between early and late endosome membranes'],1660502
1509,['COPI-mediated anterograde transport'],6807878
1510,['COPII-mediated vesicle transport'],204005
1511,['Transfer of LPS from LBP carrier to CD14'],166020
1512,['Uptake and actions of bacterial toxins'],5339562
1513,"['Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2']",964827
1514,['MET receptor recycling'],8875656
1515,['Transport of connexins along the secretory pathway'],190827
1516,['PI Metabolism'],1483255
1517,['Intra-Golgi traffic'],6811438
1518,['NOTCH2 intracellular domain regulates transcription'],2197563
1519,"['Metabolism of nucleotides', 'Nucleotide metabolism']",15869
1520,['RHO GTPases Activate Formins'],5663220
1521,['Nitric oxide stimulates guanylate cyclase'],392154
1522,['Budding and maturation of HIV virion'],162588
1523,['DNA strand elongation'],69190
1524,['ARMS-mediated activation'],170984
1525,['Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)'],5619063
1526,['Resolution of Sister Chromatid Cohesion'],2500257
1527,['Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3'],5625886
1528,['CaM pathway'],111997
1529,['Loss of function of MECP2 in Rett syndrome'],9005891
1530,['Formation of the beta-catenin:TCF transactivating complex'],201722
1531,['RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)'],8877330
1532,['Negative regulation of NMDA receptor-mediated neuronal transmission'],9617324
1533,['Axonal growth stimulation'],209563
1534,['Reduction of cytosolic Ca++ levels'],418359
1535,['Rap1 signalling'],392517
1536,['Defective PGM1 causes PGM1-CDG (CDG1t)'],5609974
1537,['IPs transport between nucleus and ER lumen'],1855192
1538,['Defective BTD causes biotidinase deficiency'],3371598
1539,['IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation'],975163
1540,"['Defective CHSY1 causes TPBS', 'Defective CHSY1 causes temtamy preaxial brachydactyly syndrome']",3595177
1541,['Defective ALG6 causes ALG6-CDG (CDG-1c)'],4724289
1542,['Glucagon-like Peptide-1 (GLP1) regulates insulin secretion'],381676
1543,['Peptide ligand-binding receptors'],375276
1544,['SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription'],2173796
1545,['Translocation of ZAP-70 to Immunological synapse'],202430
1546,['NCAM1 interactions'],419037
1547,['Signalling to ERKs'],187687
1548,['Other interleukin signaling'],449836
1549,['Metabolism of polyamines'],351202
1550,['Role of ABL in ROBO-SLIT signaling'],428890
1551,['The activation of arylsulfatases'],1663150
1552,['RNA Polymerase III Transcription Initiation From Type 2 Promoter'],76066
1553,"['Signaling by Interleukins', 'Signaling by Interleukins and related cytokines']",449147
1554,['CREB phosphorylation'],199920
1555,['Defective PMM2 causes PMM2-CDG (CDG-1a)'],4043911
1556,['Invadopodia formation'],8941237
1557,['Prolonged ERK activation events'],169893
1558,['TCR signaling'],202403
1559,['DAP12 interactions'],2172127
1560,['Degradation of GLI2 by the proteasome'],5610783
1561,['APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1'],174178
1562,['Regulation of PTEN stability and activity'],8948751
1563,['Cytosolic sensors of pathogen-associated DNA '],1834949
1564,['The NLRP3 inflammasome'],844456
1565,['Receptor-type tyrosine-protein phosphatases'],388844
1566,['LGI-ADAM interactions'],5682910
1567,['Toxicity of botulinum toxin type B (BoNT/B)'],5250958
1568,['IkBA variant leads to EDA-ID'],5603029
1569,['Factors involved in megakaryocyte development and platelet production'],983231
1570,['RET signaling'],8853659
1571,['Defective ABCC6 causes pseudoxanthoma elasticum (PXE)'],5690338
1572,['VLDL clearance'],8964046
1573,['Regulation of Glucokinase by Glucokinase Regulatory Protein'],170822
1574,"['NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis', 'LXRs regulate gene expression to control bile acid homeostasis']",9623433
1575,['ChREBP activates metabolic gene expression'],163765
1576,['Vitamin E'],8877627
1577,['Chylomicron clearance'],8964026
1578,['Heme biosynthesis'],189451
1579,['Essential fructosuria'],5657562
1580,['Essential pentosuria'],5662853
1581,['MET interacts with TNS proteins'],8875513
1582,['Recruitment of NuMA to mitotic centrosomes'],380320
1583,['Potassium transport channels'],1296067
1584,['TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling'],975110
1585,['Leading Strand Synthesis'],69109
1586,['TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation'],975138
1587,"['TICAM1, RIP1-mediated IKK complex recruitment']",168927
1588,['RNA Polymerase I Promoter Escape'],73772
1589,['RUNX2 regulates bone development'],8941326
1590,['PI and PC transport between ER and Golgi membranes'],1483196
1591,['Cristae formation'],8949613
1592,['COPI-dependent Golgi-to-ER retrograde traffic'],6811434
1593,['Activated NTRK3 signals through PI3K'],9603381
1594,['NOTCH2 Activation and Transmission of Signal to the Nucleus'],2979096
1595,['MET promotes cell motility'],8875878
1596,['Translesion synthesis by REV1'],110312
1597,['Mitotic G1 phase and G1/S transition'],453279
1598,['FGFR1c and Klotho ligand binding and activation'],190374
1599,['Activation of RAC1'],428540
1600,['Biotin transport and metabolism'],196780
1601,['Ion influx/efflux at host-pathogen interface'],6803544
1602,"['DDX58/IFIH1-mediated induction of interferon-alpha/beta', 'RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways']",168928
1603,['Choline catabolism'],6798163
1604,['Nicotinate metabolism'],196807
1605,['Phenylalanine and tyrosine metabolism'],8963691
1606,['PLC-gamma1 signalling'],167021
1607,['APC/C:Cdc20 mediated degradation of mitotic proteins'],176409
1608,['Defects in vitamin and cofactor metabolism'],3296482
1609,['Metabolism of folate and pterines'],196757
1610,['Vitamin B2 (riboflavin) metabolism'],196843
1611,['Ca-dependent events'],111996
1612,['Sodium-coupled phosphate cotransporters'],427652
1613,['Diseases of metabolism'],5668914
1614,['TYSND1 cleaves peroxisomal proteins'],9033500
1615,['Role of phospholipids in phagocytosis'],2029485
1616,['Interleukin-9 signaling'],8985947
1617,['The NLRP1 inflammasome'],844455
1618,['Signaling by NODAL'],1181150
1619,['SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes '],111464
1620,['EPH-ephrin mediated repulsion of cells'],3928665
1621,['The role of Nef in HIV-1 replication and disease pathogenesis'],164952
1622,['GPVI-mediated activation cascade'],114604
1623,['Metabolism'],1430728
1624,['Selenoamino acid metabolism'],2408522
1625,['EGFR downregulation'],182971
1626,['NOD1/2 Signaling Pathway'],168638
1627,['Inflammasomes'],622312
1628,['Orc1 removal from chromatin'],68949
1629,['Activation of PPARGC1A (PGC-1alpha) by phosphorylation'],2151209
1630,['Recruitment of mitotic centrosome proteins and complexes'],380270
1631,['Centrosome maturation'],380287
1632,['Glyoxylate metabolism and glycine degradation'],389661
1633,['GAB1 signalosome'],180292
1634,['Organic anion transporters'],428643
1635,['Erythropoietin activates STAT5'],9027283
1636,['TICAM1 deficiency - HSE'],5602566
1637,['Trafficking of myristoylated proteins to the cilium'],5624138
1638,['Thyroxine biosynthesis'],209968
1639,['Synthesis of PIPs at the late endosome membrane'],1660517
1640,['mRNA Splicing'],72172
1641,['Uncoating of the HIV Virion'],162585
1642,['Lysosphingolipid and LPA receptors'],419408
1643,['Tight junction interactions'],420029
1644,['CLEC7A/inflammasome pathway'],5660668
1645,['GPCR downstream signalling'],388396
1646,['Tandem pore domain potassium channels'],1296346
1647,['EPHA-mediated growth cone collapse'],3928663
1648,['Biosynthesis of DPAn-3-derived maresins'],9026290
1649,['Biosynthesis of DPAn-3-derived protectins and resolvins'],9026286
1650,['ADORA2B mediated anti-inflammatory cytokines production'],9660821
1651,['BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members'],111453
1652,['ISG15 antiviral mechanism'],1169408
1653,['Classical antibody-mediated complement activation'],173623
1654,['Antiviral mechanism by IFN-stimulated genes'],1169410
1655,['Biosynthesis of DPAn-3 SPMs'],9025094
1656,['Synthesis of Lipoxins (LX)'],2142700
1657,['Interleukin-6 family signaling'],6783589
1658,['Interleukin-6 signaling'],1059683
